bigram,frequency,pmi
client base,21,5.7721
freight costs,41,5.7703
provision expense,58,5.7678
tax equivalent,20,5.7674
labor costs,51,5.761
capital spending,114,5.7599
dividend paid,53,5.7562
outlook anticipates,27,5.7557
customer base,92,5.7541
share count,234,5.7524
past two,24,5.7454
remaining performance,70,5.7437
sheet liquidity,43,5.7375
guidance reaffirmed,186,5.7347
largely due,93,5.7343
east north,21,5.7332
customer wins,39,5.7316
through dividends,73,5.7314
efficiency initiatives,47,5.7274
net adds,40,5.7247
delivered double,31,5.7245
largest customer,41,5.7219
fee income,174,5.7212
future quarters,31,5.7161
offset declines,60,5.7114
below internal,25,5.7044
store count,29,5.7034
commercial aerospace,25,5.7021
under contract,69,5.702
cash runway,41,5.7012
not open,20,5.7012
cre loan,20,5.6985
expected between,389,5.696
four consecutive,26,5.6959
exchange impact,44,5.6947
compensation benefits,20,5.6932
adjusted ebit,127,5.6908
negative impact,157,5.6872
period ended,92,5.686
tariff headwinds,43,5.6856
according management,117,5.6855
included current,25,5.6852
completion targeted,21,5.6851
acquisitions closed,21,5.683
ebit margin,120,5.6782
commercial banking,20,5.6717
price volatility,33,5.67
inr billion,35,5.6689
projected between,118,5.666
expected close,124,5.6609
term loan,217,5.6573
test volume,25,5.6541
three percent,23,5.6533
cre portfolio,20,5.653
but still,25,5.6464
organic constant,73,5.6443
oil production,28,5.6431
second highest,48,5.6428
software services,33,5.639
quarterly result,23,5.6378
marking third,46,5.6368
loan deposit,90,5.633
debt reduction,242,5.6326
risks cfo,54,5.6283
development pipeline,71,5.6266
versus last,140,5.6247
store occupancy,25,5.6229
liquidity ended,64,5.6215
allowance loan,30,5.6215
fiscal ending,43,5.6203
target range,141,5.6196
gross merchandise,22,5.6176
strategic shift,26,5.6168
months ended,53,5.6164
equipment orders,21,5.6152
reported organically,23,5.6116
flat slightly,46,5.6115
management maintains,22,5.608
related charges,32,5.6059
income attributable,84,5.6043
customers added,35,5.6042
capital raise,21,5.6034
government contract,21,5.5964
flow operations,256,5.5955
guidance ranges,23,5.5946
returned through,47,5.5944
tangible assets,27,5.5929
four times,20,5.5918
power solutions,27,5.5906
supporting future,27,5.5897
cost funds,42,5.5887
write down,28,5.5849
deposit costs,138,5.5846
are still,34,5.5817
planned maintenance,20,5.5816
reached record,89,5.5795
interest income,612,5.5785
capital requirements,25,5.5764
securities portfolio,46,5.5753
totaling date,29,5.5744
level since,29,5.5725
per basic,25,5.5713
management emphasizing,32,5.57
management explicitly,77,5.5674
not fully,41,5.5646
fixed rate,97,5.5643
per boe,21,5.5642
management reaffirmed,129,5.5589
comprising total,47,5.558
consecutive years,41,5.5524
platform adoption,30,5.545
expected persist,45,5.5438
least one,37,5.5422
reflecting disciplined,24,5.5388
under current,67,5.538
product categories,26,5.5365
represented total,53,5.536
forward equity,28,5.5343
negatively impact,25,5.5338
tariff uncertainty,26,5.5332
comp sales,78,5.526
higher input,39,5.5245
are underway,38,5.5241
contract value,70,5.5239
continued strength,21,5.5196
versus previously,33,5.5167
quarterly record,101,5.5166
diluted earnings,182,5.5162
team expansion,24,5.5121
logistics costs,31,5.5056
sequential decline,93,5.5052
first time,185,5.5051
period last,158,5.5048
historical range,24,5.5043
return average,156,5.5037
guidance raised,440,5.5017
expected exceed,53,5.4919
purchase volume,30,5.4902
management stated,459,5.4893
operations ffo,22,5.4841
indicating ongoing,54,5.4835
win rate,27,5.4832
continued momentum,21,5.4828
indicating strong,26,5.4811
remains under,55,5.479
net charge,360,5.4763
management cited,251,5.4755
retail channel,20,5.4718
including undrawn,21,5.4711
one off,34,5.4679
gross written,47,5.4663
cash inflow,20,5.4653
performance fees,52,5.4613
consecutive quarterly,43,5.4593
negative negative,68,5.4589
network expansion,44,5.4561
response rate,42,5.4558
digital infrastructure,22,5.4507
post acquisition,44,5.4502
repurchased date,43,5.4491
order backlog,33,5.4425
accounted total,75,5.4415
tax payments,39,5.4408
three months,61,5.4399
excluding fuel,31,5.4398
compared same,144,5.4392
order value,43,5.4344
large customer,58,5.4343
portfolio occupancy,44,5.4325
compared previous,141,5.4313
cash flows,81,5.4308
comparable period,49,5.4286
reflecting sustained,26,5.4273
management projecting,23,5.4252
post launch,21,5.4235
supported strong,31,5.4232
flow breakeven,31,5.4225
loss attributable,36,5.4212
above internal,27,5.4199
capacity utilization,28,5.4194
core deposits,56,5.4184
after tax,98,5.4163
technology initiatives,36,5.4136
expected begin,38,5.4133
segment highlights,20,5.4065
initial expectations,21,5.4061
material costs,61,5.3996
continued focus,30,5.3982
net income,2363,5.3945
support future,20,5.3944
five consecutive,22,5.3943
our team,21,5.3912
fixed cost,72,5.3895
net inflows,86,5.3876
credit agreement,37,5.3864
deposit trends,21,5.3842
sequential increase,224,5.3834
favorable product,73,5.3825
retention rates,30,5.3816
channel inventory,35,5.3778
oil price,27,5.373
third ended,52,5.3725
cash marketable,75,5.3722
represent total,26,5.3704
strength across,20,5.3696
well above,37,5.3694
within target,42,5.3667
above midpoint,66,5.3657
expected add,55,5.3647
commercial launch,67,5.3625
savings achieved,38,5.3619
consistent prior,84,5.359
loss continuing,31,5.3588
guidance reflects,57,5.3583
customer retention,49,5.3542
mortgage rates,20,5.3538
within days,20,5.3523
high quality,32,5.3506
guidance affirmed,31,5.3501
net loss,1113,5.3477
portfolio yield,53,5.3466
productivity savings,21,5.3456
tax benefits,38,5.3429
comparable sales,202,5.3424
stock repurchases,41,5.338
six years,23,5.3378
brl billion,29,5.3371
management affirmed,24,5.333
share buybacks,136,5.3317
major projects,25,5.3305
distributable cash,30,5.3294
exceeding high,61,5.3257
versus ago,31,5.3245
three four,34,5.3244
debt stood,26,5.3216
all major,44,5.3153
ratio improved,161,5.3142
dividend buyback,20,5.3107
remain flat,38,5.3094
sheet ended,20,5.3063
compensation expense,86,5.3046
signed not,21,5.3045
track record,25,5.3028
variable rate,27,5.3016
expense discipline,30,5.3015
ratio times,51,5.2952
described strong,24,5.2916
pretax profit,24,5.29
enterprise customers,21,5.2873
share payable,48,5.284
declared per,72,5.282
excluding these,40,5.2803
expected improve,44,5.2794
average monthly,30,5.2787
purchase price,21,5.2779
hand end,26,5.2759
loan portfolio,167,5.2746
operations generated,31,5.2745
leasing pipeline,20,5.2706
highlighted ongoing,25,5.2685
equivalents investments,41,5.2664
compared last,187,5.2663
per ads,22,5.2613
funding costs,61,5.258
strategic investments,57,5.2577
following recent,20,5.2528
term target,108,5.2519
guidance lowered,62,5.2515
management noted,214,5.25
expense control,29,5.2479
equivalent per,57,5.2458
net interest,964,5.2451
expanding basis,102,5.243
annualized yield,22,5.2405
large project,22,5.2383
incremental tariff,28,5.2358
dividend board,33,5.235
remain below,29,5.2349
capacity expansion,108,5.2334
diluted shares,103,5.2314
safety performance,23,5.2295
common shares,31,5.2286
only one,28,5.2284
sequential decrease,44,5.2249
marketing expenses,88,5.223
underwriting income,36,5.222
mid range,110,5.2176
per vessel,33,5.2163
across key,26,5.216
disciplined capital,27,5.213
capital return,194,5.2127
operating profit,457,5.2087
repurchase repurchased,24,5.2082
return assets,57,5.2065
adjusted eps,1227,5.2046
fully offset,40,5.2043
digital asset,36,5.2038
management does,41,5.2036
offset lower,246,5.2032
backlog backlog,48,5.2003
repurchased since,29,5.2003
expected moderate,20,5.2002
customer count,41,5.1993
legal costs,30,5.1932
outstanding debt,75,5.1922
international expansion,92,5.1912
core deposit,48,5.1902
achieved its,21,5.1895
now guided,28,5.1894
gaap eps,462,5.1883
commercial execution,24,5.1866
management citing,104,5.1861
project timing,31,5.1833
fuel costs,46,5.1818
driven broad,33,5.1803
share declared,71,5.176
equivalents end,139,5.1759
impact tariffs,73,5.171
ratio trailing,35,5.1663
noi growth,182,5.1659
repurchases returned,29,5.1633
unit volumes,27,5.1632
technology solutions,32,5.1595
zero debt,21,5.1589
management disclosed,35,5.158
pricing pressure,41,5.1566
outlook raised,92,5.1561
debt outstanding,73,5.1532
below expectations,38,5.1527
three consecutive,29,5.1526
new leases,43,5.152
two percent,21,5.1464
asset value,61,5.1461
higher depreciation,36,5.1417
remains available,21,5.1387
fuel price,26,5.138
recurring revenue,345,5.138
operating income,1288,5.1377
high end,418,5.1353
higher incentive,35,5.1339
category performance,23,5.1338
versus previous,67,5.1338
due weaker,28,5.1331
added services,29,5.1322
same last,74,5.1312
expenditure guidance,53,5.1311
management estimates,28,5.1295
guidance maintained,133,5.1292
client assets,22,5.1174
expected rise,136,5.1165
backlog conversion,27,5.1151
major project,22,5.1136
price adjustments,20,5.1128
projected rise,42,5.1123
excluded adjusted,26,5.1111
cost reduction,175,5.1102
conversion rate,98,5.11
recent years,34,5.1077
fiscal ended,94,5.1061
cash taxes,56,5.1057
fee based,32,5.1041
was negatively,39,5.1018
within months,31,5.1003
revenue streams,34,5.099
inventory days,35,5.0985
restructuring costs,64,5.0974
tariff costs,130,5.0946
asset based,59,5.0946
significantly higher,33,5.0884
leverage ended,54,5.0882
segment reporting,26,5.0866
inventory reductions,25,5.0863
total deposits,169,5.0838
investments totaled,27,5.0831
recent quarters,20,5.0822
share buyback,77,5.0806
expected reach,74,5.0766
expanded basis,190,5.0763
ago period,32,5.076
over past,155,5.076
leverage times,34,5.0745
gaap opex,20,5.0736
record level,31,5.0698
first six,46,5.069
fiscal third,141,5.0684
savings initiatives,32,5.066
you you,25,5.0626
fixed price,31,5.0581
across segments,27,5.0574
generated during,30,5.0513
consecutive annual,41,5.0499
dividend raised,67,5.0445
higher personnel,22,5.0435
matching prior,24,5.0426
repurchase plan,20,5.0421
global retail,28,5.0421
indicating potential,21,5.0385
management forecasts,28,5.035
its first,59,5.0329
loan losses,52,5.0303
attributed mainly,65,5.025
achieved double,32,5.0245
are not,148,5.0238
ongoing uncertainty,26,5.0237
but not,104,5.0232
historical average,24,5.022
guidance update,123,5.0194
strong demand,47,5.0165
excluding restructuring,34,5.0123
marketing expense,73,5.012
marking first,65,5.0104
grow high,21,5.0067
exceeding expectations,23,5.0055
subscription based,21,5.0043
dividend quarterly,82,5.0043
organic growth,766,5.0042
representing increase,344,5.0005
adjusted ebitdar,22,4.9989
tax provision,23,4.9988
renewal rate,38,4.9984
based current,53,4.9976
acquisition integration,48,4.9925
transaction volume,48,4.9924
gross margins,188,4.9907
product development,96,4.9898
slight increase,22,4.9891
deposits decreased,32,4.982
margin contraction,29,4.9811
new acv,23,4.9803
interest rates,96,4.9779
guidance updates,35,4.9746
currency headwinds,27,4.9735
representing decrease,74,4.9732
non recurring,70,4.972
expected remain,145,4.9716
slightly positive,22,4.9693
dividend yield,35,4.9655
excluding mortgage,22,4.9615
new awards,35,4.9615
due seasonality,50,4.9602
acquisition announced,36,4.9597
marketing services,35,4.9588
quarters positive,23,4.9587
through april,29,4.9573
flat sequentially,125,4.9564
record levels,33,4.9563
projected reach,21,4.9505
time high,89,4.9474
reflecting continued,120,4.9443
favorable currency,24,4.9427
merchandise sales,24,4.941
marking record,32,4.9404
acquisition related,100,4.9369
all three,57,4.9302
charges related,20,4.9278
contract manufacturing,20,4.9243
forecast between,20,4.923
cost actions,72,4.9186
lease term,34,4.9173
reflecting broad,24,4.9173
annualized base,23,4.9141
net outflows,47,4.9135
led double,22,4.91
shareholders equity,23,4.9069
digit declines,25,4.9068
unit volume,48,4.9063
unchanged prior,60,4.9051
legal expenses,22,4.9023
guidance narrowed,28,4.9019
per megawatt,21,4.9001
representing sequential,70,4.8989
corporate expenses,32,4.8988
bank debt,34,4.8984
increased competition,27,4.8966
major contract,21,4.8958
tier capital,32,4.8945
completed sale,20,4.8921
has not,36,4.8885
raising total,22,4.8875
expect our,27,4.8871
point sequential,48,4.885
raised midpoint,38,4.8827
time deposits,35,4.8822
funded debt,28,4.8768
restaurant sales,54,4.8765
channel mix,35,4.8721
gains losses,21,4.8706
realized price,21,4.8696
said are,76,4.8649
four months,25,4.8539
potential future,20,4.8528
cash undrawn,46,4.852
per metric,28,4.8518
total loans,251,4.8515
point decrease,47,4.8487
management described,149,4.8484
lower incentive,22,4.8417
active customers,24,4.8415
cash outflow,27,4.833
shareholder value,20,4.8329
cost efficiencies,23,4.8312
annualized return,31,4.8292
deposit ratio,57,4.8276
material impact,31,4.8269
expense reductions,37,4.8264
segment performance,308,4.8254
average yield,52,4.8248
three segments,21,4.8237
continued pressure,26,4.8227
neutral basis,28,4.8199
digital initiatives,24,4.8196
consumer demand,40,4.8191
capital returned,67,4.8177
expected drive,40,4.8171
second largest,20,4.8154
dividend coverage,23,4.8126
gaap operating,763,4.8118
total liquidity,228,4.8113
new vehicle,39,4.8087
administrative costs,29,4.8083
due seasonal,54,4.8066
average balances,31,4.8046
manufacturing facility,20,4.8039
due unfavorable,37,4.8039
period end,306,4.8029
fixed income,73,4.7999
forecasted range,20,4.7982
are track,32,4.7977
nearly double,46,4.7962
low range,78,4.7961
management identified,50,4.7924
subscription revenue,208,4.7889
supporting ongoing,33,4.7854
phase data,28,4.7819
surpassed billion,57,4.7807
are currently,23,4.778
two major,29,4.7769
margin expanding,108,4.7753
two three,49,4.7751
improving basis,60,4.7709
expenses decreased,91,4.7707
since early,25,4.7662
now fully,27,4.7659
points sequentially,462,4.7649
ratio improving,20,4.7632
gaap diluted,206,4.7628
through december,23,4.7609
term targets,25,4.7603
primarily driven,209,4.7588
within three,24,4.758
rmb billion,114,4.757
production capacity,54,4.755
per unit,143,4.7523
operational initiatives,34,4.7522
employee costs,20,4.7513
exceeds billion,32,4.7501
term contracts,25,4.7487
available credit,32,4.7464
percentage range,60,4.7463
expects further,26,4.7429
our expectations,60,4.7415
pricing productivity,22,4.7409
compared previously,33,4.7408
cash provided,52,4.7407
one ago,22,4.7379
cash generation,120,4.7364
remain above,27,4.7362
full expectation,48,4.7347
top customers,21,4.7342
marketing investment,43,4.7337
guidance anticipates,50,4.7325
continued strong,26,4.7311
average tangible,33,4.7271
though management,59,4.7248
days inventory,27,4.7241
half weighted,24,4.7228
added during,23,4.7226
further increases,21,4.7212
impact estimated,34,4.7207
off rate,49,4.7204
roughly half,32,4.7196
averaged per,34,4.7195
payment volume,23,4.7154
repurchases totaled,21,4.7147
lower volumes,96,4.7135
expected fall,20,4.7127
value per,303,4.712
credit metrics,24,4.7084
margin expanded,215,4.7045
solutions segment,139,4.7026
accounting total,50,4.7024
remains below,26,4.7018
currency basis,212,4.7008
cited ongoing,36,4.6992
outlook reaffirmed,24,4.6927
improved profitability,29,4.6909
media segment,24,4.6901
backlog reached,35,4.6888
capital plan,83,4.6863
repurchases completed,34,4.6823
due lower,505,4.6818
savings target,33,4.6814
sales cycles,20,4.678
new wins,51,4.677
management states,45,4.6745
per user,31,4.6727
transportation segment,24,4.6695
ratio ended,52,4.6695
favorable pricing,25,4.6689
product adoption,41,4.6673
negative positive,31,4.6666
dividends repurchases,29,4.6651
per shipment,36,4.6637
under pressure,25,4.6637
liquidity available,23,4.6631
new patient,65,4.6631
margin pressure,189,4.6599
five percentage,20,4.6591
production volumes,45,4.6588
offset higher,219,4.6578
capital returns,63,4.6578
investment securities,23,4.6562
point benefit,29,4.6555
brand performance,26,4.6533
two times,22,4.6528
ffo debt,32,4.6511
marking fourth,25,4.6509
position cash,208,4.6504
price mix,106,4.6485
net leverage,465,4.6466
ratio remained,21,4.6463
driven primarily,193,4.6439
portfolio actions,36,4.6433
loan sale,40,4.642
offsetting lower,22,4.6401
cash balance,232,4.6386
pretax loss,22,4.6379
deposits grew,40,4.6367
product launch,64,4.6363
cost increases,78,4.6321
outlook maintained,25,4.63
after excluding,55,4.6297
strong performance,43,4.6273
expense ratio,156,4.6254
record high,83,4.6245
merchandise margin,22,4.6244
point decline,70,4.624
project pipeline,29,4.6209
below target,35,4.619
excess capital,22,4.618
debt position,72,4.6175
store sales,223,4.6151
declined slightly,33,4.6132
demand trends,25,4.6129
average assets,97,4.612
management aum,55,4.6119
fixed costs,39,4.61
net debt,864,4.6073
dividends share,148,4.6054
point increase,181,4.6045
cash short,104,4.6044
slightly lower,58,4.6027
stating are,20,4.6025
updated full,47,4.6022
roughly one,28,4.6
guidance reiterated,49,4.5956
technologies segment,23,4.5946
deposits rose,44,4.5945
materials segment,26,4.594
management targets,72,4.5931
maintenance costs,31,4.593
supporting continued,21,4.5925
weather impact,22,4.5883
digital platform,22,4.5872
related costs,130,4.5859
inventory position,33,4.5829
relative prior,22,4.5719
reaffirmed full,53,4.5715
debt leverage,140,4.5681
exit rate,22,4.568
cash restricted,30,4.5668
cost trend,22,4.5621
slightly negative,21,4.5611
capital markets,105,4.5522
total revpar,27,4.5504
marking second,30,4.5497
channel performance,27,4.5488
provided operating,33,4.5478
interest rate,234,4.5458
securities end,59,4.5421
improved working,29,4.5405
decline attributed,86,4.5399
affo guidance,20,4.5398
order activity,20,4.5368
technology investment,39,4.5342
packaging segment,24,4.5332
significant improvement,28,4.5268
yielding margin,35,4.5237
are expected,415,4.5228
total revenues,157,4.5209
annual savings,39,4.5188
driven mainly,86,4.5178
due fewer,21,4.516
transaction costs,48,4.5154
during period,66,4.5099
was lowered,22,4.5079
nearly all,59,4.5064
expected provide,20,4.5055
pay down,20,4.5039
reduction initiatives,33,4.5038
said our,46,4.5
acquisition completed,38,4.4988
slightly down,79,4.4982
operating leverage,273,4.497
across both,52,4.4948
noninterest expenses,37,4.4903
base rates,23,4.4893
expansion plans,26,4.4875
active pipeline,20,4.4874
repurchases common,20,4.4862
leasing volume,21,4.4857
ebitda yielding,23,4.4836
manufacturing costs,47,4.4831
last months,47,4.4817
cost recovery,33,4.4786
adjusted diluted,444,4.4779
loan production,74,4.4776
digit organic,61,4.476
inflows billion,48,4.4725
digital solutions,20,4.4724
center demand,31,4.471
top end,80,4.468
delivered record,20,4.466
dividends during,24,4.466
acquisition activity,56,4.4644
toward lower,33,4.4632
largely driven,24,4.4621
flat compared,80,4.4603
infrastructure investment,26,4.459
ebitda margin,1449,4.455
charge related,28,4.4527
offs basis,57,4.4523
savings targeted,21,4.452
common dividend,23,4.4516
customer support,28,4.4514
loss per,437,4.4505
continued investment,53,4.4504
loss ratio,128,4.4496
gaap gross,428,4.447
guidance revised,52,4.4449
volumes declined,45,4.4446
off ratio,22,4.4441
guidance updated,66,4.4439
labor cost,22,4.443
orders backlog,21,4.4422
stock price,27,4.4412
transaction value,21,4.4374
equating per,25,4.4372
gross premiums,27,4.4357
excluding stock,26,4.4348
revpar increased,26,4.4333
digit gains,29,4.432
sales marketing,151,4.4277
above high,64,4.4222
due higher,548,4.422
decreased sequentially,75,4.4177
doubled over,57,4.4153
backlog ended,22,4.4144
tax credit,76,4.4127
feet per,58,4.412
loss provision,21,4.4117
representing highest,23,4.411
material cost,33,4.4082
driven higher,338,4.4069
guidance includes,63,4.4063
flat versus,45,4.4061
due stronger,20,4.4052
higher employee,21,4.4025
rate synergies,23,4.4
notes due,49,4.3969
quarterly dividends,22,4.3964
net flows,44,4.3947
targeted range,45,4.3946
attributed higher,178,4.3929
phase one,25,4.3916
global supply,21,4.3867
dividend per,293,4.3862
corporate costs,25,4.3861
was recorded,24,4.3841
decision expected,20,4.3823
non interest,197,4.3808
deposit growth,234,4.3786
related expenses,101,4.3783
margin profile,34,4.378
average order,41,4.3764
expected reduce,29,4.3762
impact cfo,31,4.3758
peak sales,31,4.3753
decrease attributed,44,4.3725
customer adoption,26,4.372
may not,23,4.3701
investment portfolio,87,4.3692
deposit mix,41,4.3687
lease rate,46,4.3687
margin expansion,476,4.3675
before end,46,4.3674
operating margin,1399,4.3628
digit growth,380,4.3625
industrial segment,59,4.3619
new locations,26,4.3613
cash collections,23,4.3558
per square,65,4.3555
updated guidance,62,4.3537
below long,20,4.3533
deposits declined,34,4.352
net premiums,54,4.3478
capital discipline,25,4.343
currency impact,60,4.3422
capex outlook,45,4.3418
impact foreign,21,4.3414
profit margin,360,4.3406
net additions,42,4.3406
cash goodwill,20,4.3376
management projects,123,4.3369
rate base,68,4.3357
midpoint raised,26,4.3352
implying growth,43,4.3347
down organically,20,4.3308
average lease,32,4.3307
repurchased under,20,4.33
offset favorable,26,4.3289
flow generation,39,4.3288
attributed lower,131,4.3283
offset decline,76,4.3274
channel expansion,25,4.3269
shares average,85,4.3245
losses loans,24,4.3224
integration costs,50,4.3218
phase two,21,4.3149
investment income,211,4.3131
completed during,25,4.3126
loans decreased,35,4.3082
loan yield,25,4.308
royalty revenue,62,4.3016
debt financing,23,4.3011
daily sales,46,4.2994
inventory reduction,45,4.2966
deferred revenue,68,4.2949
positive free,52,4.2914
was returned,53,4.29
new products,123,4.2872
selling expenses,24,4.2868
stated our,65,4.2852
organic orders,31,4.2842
outlook management,305,4.2813
time since,27,4.2799
gains across,23,4.2794
operational leverage,43,4.2786
one percentage,35,4.2756
indicating improved,25,4.2743
end markets,106,4.2735
interest margin,460,4.2724
billion implying,36,4.269
point reduction,42,4.2676
down sequentially,288,4.2669
fiscal fourth,87,4.2657
new originations,32,4.2647
down ago,45,4.2641
guidance midpoint,192,4.2637
rate increases,72,4.2615
accounted approximately,29,4.2606
nearly flat,41,4.2569
operational performance,52,4.256
base dividend,28,4.2531
past due,33,4.2525
unchanged sequentially,21,4.2522
revenues grew,42,4.2504
ended period,34,4.2499
cash used,70,4.2495
total assets,143,4.2478
term debt,134,4.2465
equivalents period,26,4.2421
revpar growth,49,4.2413
logistics segment,20,4.2396
approximately shares,133,4.2361
deposits increased,98,4.235
marking increase,62,4.233
declines attributed,21,4.231
you are,46,4.2236
despite lower,52,4.2194
per month,99,4.2181
eps guided,25,4.2167
cash outflows,26,4.215
five point,21,4.215
anticipated between,30,4.2147
utilization rate,41,4.2122
growth drivers,64,4.2115
revenue recognition,67,4.2113
development expenses,60,4.2081
expected later,30,4.2052
stock dividend,22,4.2036
risks management,224,4.2003
reported organic,80,4.2002
driven largely,20,4.1991
new mexico,23,4.196
per foot,23,4.1942
all four,21,4.1905
cash usage,35,4.1884
ffo guidance,60,4.1873
cost deposits,56,4.1841
expenses rmb,20,4.1798
these are,29,4.1766
other income,88,4.1756
low end,132,4.1749
organic sales,294,4.1729
other revenues,20,4.1717
due timing,99,4.1708
items including,21,4.1675
expects continued,24,4.1662
reflecting ongoing,96,4.1632
below our,42,4.1628
flow negative,91,4.1626
target raised,27,4.1625
two additional,32,4.1615
fell basis,72,4.1587
point sale,21,4.1585
all other,26,4.1574
due delayed,26,4.1543
loan growth,461,4.152
position end,86,4.1514
new commitments,23,4.1502
balances increased,39,4.1489
cost headwinds,44,4.1477
demand across,41,4.147
point negative,33,4.1444
high risk,28,4.1441
record quarterly,39,4.1438
forma basis,33,4.1419
facility capacity,24,4.1416
loan value,54,4.1408
net sales,1610,4.1378
grew over,501,4.1365
dividend increase,158,4.1344
new existing,35,4.1338
equity ratio,57,4.1332
our customers,47,4.1311
decrease primarily,40,4.1311
loan book,33,4.1291
capex projected,33,4.1261
flow totaled,37,4.1244
raised full,108,4.1233
paid down,46,4.1229
sales team,34,4.1216
new contracts,44,4.1203
customer service,39,4.12
now expects,35,4.1193
below prior,102,4.1167
share gains,131,4.1153
eps guidance,482,4.1136
debt trailing,25,4.112
shareholders including,26,4.1107
cost optimization,22,4.1105
financial impact,33,4.1081
expenses totaled,26,4.106
due temporary,22,4.1059
per common,77,4.1057
rate effective,51,4.1037
growth outpacing,32,4.1033
growth driver,37,4.1028
segment results,82,4.1026
end providing,27,4.102
deposit cost,53,4.0989
slightly higher,53,4.0949
stated not,41,4.0939
decreased basis,132,4.0921
above previous,28,4.0904
targeting annual,20,4.0897
but below,36,4.0893
two months,31,4.0877
guidance unchanged,53,4.0843
digital services,20,4.0837
management fees,63,4.0832
exceeded billion,81,4.081
first patient,23,4.0803
inventory inventory,42,4.0799
are now,88,4.0778
load growth,42,4.0762
project activity,20,4.074
increasing sequentially,43,4.0739
ongoing headwinds,20,4.0718
liquidity end,134,4.0707
record backlog,30,4.0665
expenses fell,29,4.062
supply demand,30,4.0618
annual dividend,54,4.061
mix changes,22,4.0591
customer deposits,31,4.0581
positive impact,40,4.0556
month basis,77,4.0489
above target,31,4.0483
liquidity including,67,4.0458
midpoint guidance,165,4.0451
volume mix,86,4.0445
since last,30,4.0437
related earnings,57,4.0435
declined basis,209,4.0376
major customer,24,4.0366
reflecting improved,94,4.0346
consumables revenue,26,4.0339
fiscal period,98,4.0339
stable sequentially,24,4.0316
compensation expenses,37,4.0292
sequentially but,100,4.0286
grew annualized,28,4.0285
non core,95,4.0282
totaling approximately,38,4.0272
grew constant,23,4.0263
declined sequentially,94,4.026
expectations continued,20,4.0253
fourth ended,22,4.0253
billion returned,95,4.0245
driven strong,48,4.0188
international segment,88,4.018
guidance projected,276,4.0168
expected range,218,4.014
representing annualized,33,4.0134
digit range,50,4.012
cash revolver,41,4.0079
operating loss,286,4.006
improved basis,194,4.0059
costs partially,47,4.0036
advertising revenue,89,4.0019
adjusted earnings,344,4.0016
new product,248,4.001
financial performance,27,4.0009
average deposits,42,3.9995
digit increases,21,3.9985
debt metrics,26,3.9957
higher fuel,27,3.994
strategy management,71,3.9938
noted ongoing,22,3.9934
automotive segment,26,3.9933
due elevated,49,3.9908
expected continue,45,3.9899
growth midpoint,232,3.9898
licensing revenue,56,3.9895
time quarterly,30,3.9875
tons per,34,3.9871
digit sequential,25,3.987
volume gains,34,3.9841
through march,22,3.9822
excluding acquisitions,24,3.982
stated target,32,3.982
dropped basis,20,3.9816
guidance set,63,3.9802
full capex,84,3.9782
last four,20,3.9768
total revenue,1532,3.9763
down slightly,55,3.9758
gaap net,656,3.9751
commercial loan,55,3.973
target remains,20,3.9724
products services,24,3.9717
rose sequentially,99,3.9714
average unit,32,3.9697
above expectations,22,3.9686
acquisition strategy,20,3.9643
excluding one,49,3.9627
our financial,27,3.9619
deposit pricing,21,3.961
high value,50,3.9591
strategic investment,30,3.9528
but partially,28,3.9523
capital efficiency,62,3.9515
reiterated full,20,3.9508
loans deposits,21,3.9468
operating expense,296,3.946
expense savings,41,3.9434
expenses rose,92,3.9396
acquisitions organic,24,3.9393
now expected,178,3.9385
stood billion,33,3.9385
capex guidance,128,3.9378
projected range,64,3.9368
average loans,70,3.9334
equipment sales,67,3.9322
transition costs,24,3.9305
down previous,88,3.9291
contracted basis,21,3.9281
ongoing investments,39,3.9274
new partnerships,23,3.9262
flow free,168,3.9256
grew nearly,45,3.9224
grew double,28,3.9216
term profitability,20,3.9209
compared negative,52,3.9196
declined due,168,3.9181
net dollar,47,3.9179
range midpoint,37,3.9167
reflecting strong,39,3.9157
improved operational,34,3.9153
underwriting margin,27,3.9128
customer acquisition,62,3.9119
grew mid,38,3.9096
recent acquisition,23,3.9081
loans grew,42,3.9041
previous period,35,3.9027
between negative,22,3.9024
generated free,25,3.902
activities was,21,3.9019
annualized cost,49,3.8978
are fully,23,3.8976
aerospace segment,21,3.8964
operating earnings,212,3.8964
revised down,20,3.8956
attributed primarily,61,3.8934
projected decline,55,3.8878
loans declined,43,3.8878
loans rose,47,3.8867
timing related,23,3.8854
inventory ended,21,3.8834
guidance range,272,3.8803
industry average,25,3.88
management highlighting,27,3.8796
doubling over,33,3.8794
debt liquidity,71,3.8768
projected remain,21,3.875
project mix,30,3.8727
compensation costs,37,3.8726
reflecting decrease,51,3.8708
ebitda forecasted,33,3.8699
despite higher,53,3.8692
impacted higher,36,3.8638
common share,69,3.8616
content per,22,3.8592
margin improvement,218,3.8591
subscriber growth,20,3.8577
customer demand,55,3.8566
you not,20,3.855
revised full,22,3.852
development expense,45,3.8517
specialty segment,28,3.8516
due favorable,55,3.8508
sequential growth,198,3.8503
provision net,58,3.8491
flat low,25,3.8488
comparable prior,46,3.8464
two percentage,23,3.8447
performance achieved,30,3.8425
contributed approximately,33,3.84
exceeding guidance,88,3.839
was rmb,28,3.8389
orders grew,22,3.8377
margins declined,32,3.8344
expected decline,171,3.8333
